Intra_Fair2,Intra_Fair3,Intra_Fair4,Inter_Fair1,Inter_Fair2,Inter_Fair3,Customer_Care,Trial
1.3014973961397258e-5,1.3002380847631579e-5,0.0028308962904965047,5.012125427795468e-10,5.012120998456899e-10,0.0011295409896021624,6.3466376670010005,69
2.0344725372115896e-5,2.033997470631886e-5,0.003590062478086832,3.748699810387135e-9,3.748699908717496e-9,0.0040556668827669284,7.383373119650898,70
1.4698267146732916e-5,1.4687526924642755e-5,0.0030646276713049013,2.1959648695326077e-9,2.1959649374307688e-9,0.002390958132806986,6.59417131089866,71
3.698374193480318e-5,3.707891301755735e-5,0.004706298328625659,3.529785178155078e-8,3.529785245340376e-8,0.005262413410575206,4.987560237922772,72
1.734670932518964e-5,1.7344661413969477e-5,0.003362479399757305,7.555349784610284e-11,7.55533513924122e-11,0.0005834275530105515,7.130021116250208,73
1.1949478684253204e-5,1.1953660599373691e-5,0.00274032569820481,2.0032235042316028e-10,2.00321944989146e-10,0.0008020680348508336,6.600993139924201,74
5.690190753754876e-5,5.691179699925204e-5,0.006028251384841526,2.1567459912154264e-8,2.1567459871361157e-8,0.008825490227817312,6.897422848215169,75
1.9242243684867816e-5,1.9221623826750583e-5,0.00345471161889894,5.070832299915976e-9,5.070832528289611e-9,0.005056740244977931,7.404102523847414,76
1.8312985299396343e-5,1.8319724310030158e-5,0.0034428088807436784,2.9168520539366673e-16,1.412944923737759e-17,3.543139506234638e-7,5.144192558896367,77
1.9994317521082247e-5,2.0001421948292154e-5,0.0035314268277591853,8.033810702160035e-11,8.033836508712839e-11,0.0006675414339021302,8.296401246563823,78
8.748826467148561e-6,8.751014210573805e-6,0.002365013825629186,2.0066201827524644e-9,2.006620213177888e-9,0.0035982183051608274,8.079373553900965,79
8.382881684189416e-5,8.389343202678127e-5,0.007406242611412616,2.640886592674102e-9,2.640886962780066e-9,0.001417568912518874,5.208815549875256,80
0.0001592120921826167,0.00015922706937980923,0.010058190814762016,1.4094399561722553e-7,1.4094400897156053e-7,0.014128564086899331,5.546794189320952,81
1.3926853794632714e-5,1.3923385022910187e-5,0.003027569756075072,2.0604474913703112e-10,2.0604461338475473e-10,0.0010599940120066265,7.285123391314634,82
1.601281252288369e-5,1.6008216043312976e-5,0.003218361188714166,3.897507721022011e-10,3.897504133109031e-10,0.0007722127317393301,5.793436262318783,83
6.129324261492557e-6,6.127046943471028e-6,0.001986176018315752,9.091051854660782e-10,9.091048393108177e-10,0.001972696075618785,6.910174394306663,84
2.7269943770410295e-5,2.7198743571275454e-5,0.003905682717741269,5.7692387338587774e-9,5.769238295590378e-9,0.002560732942184174,5.376370143962632,85
3.002824348244137e-5,3.0052610215444028e-5,0.004163367144146239,4.326746161698101e-9,4.3267465440691025e-9,0.0028225393843541724,5.839338601316544,86
8.618824509090163e-6,8.617691480204476e-6,0.0023745926754885098,5.220824759923776e-10,5.220824999871269e-10,0.001518391291163823,7.184280590038122,87
3.370431152020436e-5,3.373686163230228e-5,0.004634168761736081,7.0537827358147236e-9,7.053782969236675e-9,0.003657483451661392,5.408330012885615,88
1.419126026048623e-5,1.4218184860533717e-5,0.0028697121981909866,5.0721750681994205e-9,5.0721750008704655e-9,0.002583819111773522,5.735050605935846,89
4.160099422811809e-5,4.161478876755727e-5,0.005180840649196155,1.4871640716232525e-8,1.487164086453783e-8,0.006930118264726559,6.762190390403457,90
6.94264976199593e-5,6.938039330875198e-5,0.006749481455078792,9.143751475695016e-9,9.143751479801432e-9,0.0062919045520715144,6.884201239011214,91
3.456724512773987e-5,3.454752578947514e-5,0.004724404910455453,1.2227630607531976e-8,1.2227630642836309e-8,0.0045208401329084325,5.7207365160857195,92
1.70165848920953e-5,1.702660429509584e-5,0.003304046828640346,1.1964999555406106e-10,1.1964997313818114e-10,0.000602950734403862,6.439481898165696,93
1.761330091648958e-5,1.7610913511495855e-5,0.0033808175712180867,1.7371094828487585e-9,1.7371091996212697e-9,0.0021990372005085135,5.873438941710537,94
1.0489111532226582e-5,1.0490858292548558e-5,0.0025916016083115394,2.6940154640867965e-9,2.694015315862807e-9,0.002874954331090862,6.453331599973941,95
1.330333042544802e-5,1.328936060702534e-5,0.0028030148654303436,5.3373598582606555e-9,5.337360007094509e-9,0.007117612230253201,8.158278584612848,96
8.228178452332567e-6,8.222508913308027e-6,0.0022838250804919926,5.403481894655055e-9,5.403482128876606e-9,0.0036078038093556586,6.200349394268727,97
5.975589717228745e-5,5.985652435265208e-5,0.0060771281446693,6.814532650779935e-9,6.814532768205806e-9,0.003577588016089095,5.41954819985985,98
9.763247319329582e-6,9.760236171967052e-6,0.0024745018313810105,1.164099010864453e-9,1.1640988977550614e-9,0.002569378779618603,7.967808319602204,99
0.00015826524445403372,0.00015823452689061395,0.010194495800517947,6.746546632699249e-9,6.746546721786786e-9,0.0019315336272196504,4.955413553107688,100
